"GEO_ID","NAME","B15002B_001E","B15002B_001M","B15002B_002E","B15002B_002M","B15002B_003E","B15002B_003M","B15002B_004E","B15002B_004M","B15002B_005E","B15002B_005M","B15002B_006E","B15002B_006M","B15002B_007E","B15002B_007M","B15002B_008E","B15002B_008M","B15002B_009E","B15002B_009M","B15002B_010E","B15002B_010M","B15002B_011E","B15002B_011M","B15002B_012E","B15002B_012M","B15002B_013E","B15002B_013M","B15002B_014E","B15002B_014M","B15002B_015E","B15002B_015M","B15002B_016E","B15002B_016M","B15002B_017E","B15002B_017M","B15002B_018E","B15002B_018M","B15002B_019E","B15002B_019M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Less than 9th grade","Margin of Error!!Total!!Male!!Less than 9th grade","Estimate!!Total!!Male!!9th to 12th grade, no diploma","Margin of Error!!Total!!Male!!9th to 12th grade, no diploma","Estimate!!Total!!Male!!Regular high school diploma","Margin of Error!!Total!!Male!!Regular high school diploma","Estimate!!Total!!Male!!GED or alternative credential","Margin of Error!!Total!!Male!!GED or alternative credential","Estimate!!Total!!Male!!Some college, no degree","Margin of Error!!Total!!Male!!Some college, no degree","Estimate!!Total!!Male!!Associate's degree","Margin of Error!!Total!!Male!!Associate's degree","Estimate!!Total!!Male!!Bachelor's degree","Margin of Error!!Total!!Male!!Bachelor's degree","Estimate!!Total!!Male!!Graduate or professional degree","Margin of Error!!Total!!Male!!Graduate or professional degree","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Less than 9th grade","Margin of Error!!Total!!Female!!Less than 9th grade","Estimate!!Total!!Female!!9th to 12th grade, no diploma","Margin of Error!!Total!!Female!!9th to 12th grade, no diploma","Estimate!!Total!!Female!!Regular high school diploma","Margin of Error!!Total!!Female!!Regular high school diploma","Estimate!!Total!!Female!!GED or alternative credential","Margin of Error!!Total!!Female!!GED or alternative credential","Estimate!!Total!!Female!!Some college, no degree","Margin of Error!!Total!!Female!!Some college, no degree","Estimate!!Total!!Female!!Associate's degree","Margin of Error!!Total!!Female!!Associate's degree","Estimate!!Total!!Female!!Bachelor's degree","Margin of Error!!Total!!Female!!Bachelor's degree","Estimate!!Total!!Female!!Graduate or professional degree","Margin of Error!!Total!!Female!!Graduate or professional degree"
"0500000US12099","Palm Beach County, Florida","176380","2023","82453","1100","5278","1493","9547","2046","25055","3746","4054","1139","17449","2612","6562","1763","9162","1928","5346","1371","93927","1620","6649","1867","9713","2123","25447","2982","2285","860","17255","2378","9755","2042","14306","2657","8517","1815"
"0500000US12101","Pasco County, Florida","20215","1157","9230","742","154","155","1171","674","2399","810","678","476","1501","571","1053","493","1625","626","649","381","10985","768","324","322","614","580","2065","898","33","60","3082","886","808","614","1680","662","2379","807"
"0500000US12103","Pinellas County, Florida","66737","1721","29712","1210","1138","499","3272","1144","8830","1628","2107","808","7796","1812","2305","960","2904","944","1360","595","37025","1106","449","363","4050","1322","8284","1687","2452","939","8157","1818","4204","1605","5748","1699","3681","1371"
"0500000US12105","Polk County, Florida","66969","1125","31510","750","1795","802","4587","983","11829","1642","1706","691","4214","1195","3913","1150","2018","976","1448","652","35459","774","1569","735","3405","1570","12345","2118","1571","759","7073","1758","2528","786","4483","1172","2485","1027"
"0500000US12107","Putnam County, Florida","8082","768","3720","566","441","464","504","473","1463","596","293","261","507","544","262","267","250","355","0","229","4362","435","63","112","788","418","1352","527","310","269","972","444","549","408","328","238","0","229"
"0500000US12111","St. Lucie County, Florida","42397","2054","20202","1287","1059","774","2543","1039","5623","2088","1176","759","3443","1699","4616","1983","905","733","837","644","22195","1465","2241","1109","1878","996","5995","1955","1099","631","2985","1467","2899","1612","3479","1312","1619","1384"
"0500000US12115","Sarasota County, Florida","12748","769","5565","700","351","328","757","525","1593","471","465","325","1098","526","331","252","645","372","325","259","7183","791","54","103","1170","967","2260","998","528","291","1300","775","888","829","609","452","374","289"
"0500000US12117","Seminole County, Florida","36501","1444","16064","889","376","362","1057","723","3950","1088","1010","702","4043","1056","688","362","3621","1155","1319","591","20437","1155","378","295","1667","712","4589","1756","653","411","4929","1539","2292","833","3866","1071","2063","856"
"0500000US12127","Volusia County, Florida","37682","1272","18195","759","863","692","1103","542","6764","1528","1245","642","3361","871","2168","1109","1543","697","1148","664","19487","770","906","693","1820","839","4340","1078","380","316","4154","1149","2872","1034","3233","961","1782","734"
"0500000US13013","Barrow County, Georgia","6032","543","2984","509","82","154","432","309","572","338","470","304","900","539","244","217","117","127","167","159","3048","308","179","153","346","265","1094","416","85","108","638","367","240","187","283","269","183","166"
"0500000US13021","Bibb County, Georgia","50964","791","22163","384","857","549","2976","859","7103","1350","1669","657","5306","1155","1387","540","2242","1124","623","340","28801","633","1011","614","3683","1074","7316","1262","923","458","6070","1262","2973","1114","3508","1212","3317","1122"
"0500000US13031","Bulloch County, Georgia","9884","1031","4069","894","618","647","647","375","497","375","587","591","591","471","408","472","616","541","105","177","5815","364","409","226","880","483","1562","513","489","487","978","520","536","493","335","226","626","367"
"0500000US13045","Carroll County, Georgia","13711","1504","6531","1033","299","295","1785","798","2543","1024","275","327","1011","716","367","262","251","214","0","226","7180","1067","184","204","466","308","2903","915","343","302","2364","934","465","424","455","407","0","226"
"0500000US13051","Chatham County, Georgia","71587","1732","32028","1047","645","428","4159","1490","10886","1790","1791","834","8595","1535","1604","683","2601","1095","1747","980","39559","986","503","351","4544","1342","8057","1623","1909","1127","10446","1551","5595","1941","3826","908","4679","1240"
"0500000US13059","Clarke County, Georgia","20497","925","8106","672","198","222","1477","817","2950","913","1045","603","1222","828","351","342","528","457","335","296","12391","437","202","184","1787","620","3342","957","857","404","3417","937","873","438","1101","604","812","455"
"0500000US13063","Clayton County, Georgia","126505","1739","54290","1059","991","629","4041","1501","19311","2300","2329","739","14744","1880","3737","1292","6349","1703","2788","940","72215","1036","1396","704","2991","845","18814","3013","1295","839","20372","2354","8274","2198","12382","2078","6691","1744"
"0500000US13067","Cobb County, Georgia","135361","2602","59434","1449","781","558","2091","792","12715","2385","1777","920","16643","2331","3919","1224","14682","2254","6826","1525","75927","1784","1267","665","1424","648","9231","1791","1544","883","17098","2725","9047","2484","20680","2876","15636","2988"
"0500000US13073","Columbia County, Georgia","17396","833","7916","498","0","226","790","652","2127","1059","847","859","1592","761","1171","696","589","431","800","509","9480","677","0","226","70","134","2859","1469","64","108","1509","816","1348","727","2453","1082","1177","686"
"0500000US13077","Coweta County, Georgia","16462","1452","7107","1202","0","226","2317","1128","766","584","45","81","2093","1206","188","265","1157","486","541","574","9355","881","0","226","457","413","2146","1373","359","428","2297","996","573","508","2521","1221","1002","590"
"0500000US13089","DeKalb County, Georgia","272050","2087","118494","1386","4241","1498","8017","1873","34091","3369","3609","1378","23842","3213","12526","2636","22569","3081","9599","2030","153556","1320","3508","1219","9233","1841","36881","3314","4182","1133","30707","2818","15894","2225","31684","3582","21467","2808"
"0500000US13095","Dougherty County, Georgia","37774","784","15877","666","1789","655","3427","1269","3215","870","1438","692","3061","1127","869","481","1045","593","1033","576","21897","451","459","301","3050","785","5656","1221","841","475","4942","1255","2485","862","2325","930","2139","857"
"0500000US13097","Douglas County, Georgia","42694","942","18694","400","818","630","1685","1294","5296","1841","1062","699","3992","1219","2057","840","2958","1175","826","604","24000","714","1182","706","1074","651","3801","1687","1413","839","6493","1401","3031","1244","4641","1300","2365","848"
"0500000US13113","Fayette County, Georgia","18244","1078","8463","656","311","524","478","365","897","474","518","498","1334","722","1863","1006","1429","809","1633","725","9781","622","129","161","188","222","1872","776","105","187","420","385","1960","885","2323","881","2784","1096"
"0500000US13115","Floyd County, Georgia","9046","561","3774","488","179","226","1098","520","1064","536","280","243","557","354","298","341","298","290","0","226","5272","557","357","307","587","314","1956","735","161","172","1392","783","625","559","97","126","97","170"
"0500000US13117","Forsyth County, Georgia","6129","485","2683","493","0","226","220","266","653","496","50","92","528","378","165","250","595","354","472","310","3446","582","70","108","95","153","328","256","101","116","651","449","542","343","782","363","877","425"
"0500000US13121","Fulton County, Georgia","296850","2890","128923","2125","2726","869","10094","1904","41935","4409","5157","1566","23882","2654","10660","2070","19806","3074","14663","2294","167927","1623","2701","869","13216","2514","38488","4057","5316","1808","31889","2839","17175","2732","34818","4225","24324","3595"
"0500000US13127","Glynn County, Georgia","13773","997","6273","703","0","226","1311","634","1591","947","1073","804","1195","879","50","92","936","610","117","146","7500","555","374","273","1420","860","1110","468","92","111","2311","771","959","834","536","313","698","838"
"0500000US13135","Gwinnett County, Georgia","159410","2418","71340","1545","922","677","2888","1205","15564","2481","2349","1152","19882","4002","8006","2016","12455","2353","9274","2219","88070","1411","1908","774","3778","1354","14571","2719","1508","1016","21545","2723","11619","2567","19633","3132","13508","2297"
"0500000US13139","Hall County, Georgia","8950","1030","4449","713","226","217","724","495","1733","751","206","192","748","381","60","108","473","439","279","350","4501","888","34","54","472","432","1576","861","127","202","1879","873","0","226","413","403","0","226"
"0500000US13151","Henry County, Georgia","66450","1632","29376","1038","946","908","1720","1087","10553","2436","451","308","4574","1258","2802","1132","4675","1397","3655","1117","37074","890","222","265","1095","693","9773","2207","1355","886","6713","1536","5101","1379","7820","1614","4995","1374"
"0500000US13153","Houston County, Georgia","32134","1247","14444","932","298","261","1681","860","3342","1082","600","449","3991","1123","1283","683","1964","898","1285","859","17690","653","768","513","1619","771","4720","873","517","640","3430","1246","1746","802","2523","1170","2367","905"
"0500000US13185","Lowndes County, Georgia","23334","541","10445","498","178","210","2819","930","3277","1020","640","388","1985","891","839","472","445","324","262","260","12889","218","137","184","1624","747","4815","1129","186","196","3477","981","922","493","1237","528","491","307"
"0500000US13215","Muscogee County, Georgia","59247","1152","27231","734","843","498","3795","1002","7368","1404","3246","1271","7014","1303","1979","933","2078","1071","908","451","32016","641","1188","576","3326","870","6100","1491","1765","602","11630","1625","2017","681","3098","1068","2892","897"
"0500000US13217","Newton County, Georgia","29367","1091","12481","570","488","489","1021","534","4580","1376","500","382","2828","1104","398","317","1521","637","1145","528","16886","1034","236","194","630","376","2924","1185","791","526","4713","1130","2195","1007","3602","1416","1795","774"
"0500000US13223","Paulding County, Georgia","19261","958","8826","794","0","226","341","403","1276","769","471","458","3384","1432","1660","1353","1217","848","477","375","10435","416","0","226","424","494","1318","965","0","226","2187","936","1707","1165","3139","1101","1660","1301"
"0500000US13245","Richmond County, Georgia","72469","567","32078","392","1864","1088","4836","1356","8395","1589","3198","1033","5975","1422","2811","1272","3277","1397","1722","855","40391","445","863","495","6527","1377","9704","1957","1955","1026","11148","2035","3475","1232","3807","1276","2912","1103"
"0500000US13247","Rockdale County, Georgia","32762","840","14165","436","495","454","966","514","4971","1373","166","189","2052","763","2366","1101","2540","1071","609","482","18597","511","243","218","783","509","4028","1091","622","454","4358","1178","2394","946","3352","975","2817","1025"
"0500000US13255","Spalding County, Georgia","14251","871","6146","641","183","197","1126","627","2273","887","679","487","686","608","479","409","443","467","277","298","8105","561","1022","451","1273","693","2501","803","196","238","1161","584","966","802","896","560","90","140"
"0500000US13285","Troup County, Georgia","15289","798","6712","491","79","135","1311","566","2647","746","542","423","1660","667","417","496","56","101","0","226","8577","486","200","193","525","403","3877","714","420","324","2752","747","505","518","255","256","43","69"
"0500000US13297","Walton County, Georgia","10371","730","4617","364","78","73","407","338","1967","614","68","115","1485","901","268","284","139","186","205","203","5754","629","298","352","1029","711","1435","778","74","124","1753","891","471","346","170","174","524","383"
"0500000US15003","Honolulu County, Hawaii","16626","659","10273","563","0","189","257","311","2258","744","68","94","2762","703","1937","762","2241","706","750","499","6353","404","0","189","0","189","1087","532","52","86","1678","611","1180","609","1521","513","835","314"
"0500000US17019","Champaign County, Illinois","13764","867","6427","721","140","160","1643","822","1620","739","325","350","1340","648","316","273","564","370","479","299","7337","568","199","260","581","458","1644","891","204","223","2509","1035","734","530","882","656","584","521"
"0500000US17031","Cook County, Illinois","808911","3911","351661","2082","11406","1777","35892","3428","102344","5821","17748","2690","90947","5177","23160","2554","47040","3965","23124","3139","457250","2588","12547","1642","39005","3034","103246","5038","14859","1781","134016","5771","39871","3326","63671","4591","50035","4304"
"0500000US17043","DuPage County, Illinois","27778","1037","12644","438","414","392","660","329","2065","851","426","408","3433","937","1658","726","2545","1031","1443","535","15134","912","544","465","738","459","1933","843","713","492","3990","1144","1589","676","3544","1091","2083","768"
"0500000US17089","Kane County, Illinois","17803","1290","8125","622","192","275","1649","818","1758","878","233","199","1850","849","92","106","1430","759","921","605","9678","912","19","41","692","554","2274","1051","65","85","3066","992","775","483","1755","931","1032","531"
"0500000US17091","Kankakee County, Illinois","10242","522","4325","331","295","207","892","399","1063","383","82","122","913","345","159","136","718","454","203","161","5917","349","267","165","1074","488","1518","526","93","113","1847","570","417","342","423","350","278","193"
"0500000US17097","Lake County, Illinois","27734","1295","12427","885","175","154","754","393","3738","868","285","212","4362","888","668","350","1621","618","824","410","15307","757","409","252","970","361","4384","1008","962","593","3932","947","1033","452","2126","690","1491","583"
"0500000US17113","McLean County, Illinois","6677","493","3130","278","0","190","422","337","472","371","278","218","922","453","115","146","721","419","200","176","3547","410","0","190","149","164","654","345","67","113","803","375","724","484","715","500","435","409"
"0500000US17115","Macon County, Illinois","11057","798","4877","427","378","319","903","434","708","405","703","362","1219","571","671","399","295","190","0","190","6180","664","0","190","878","441","2222","710","806","482","1297","533","442","356","438","378","97","108"
"0500000US17119","Madison County, Illinois","13156","664","5788","309","114","132","555","319","1625","647","256","283","2169","719","560","351","408","309","101","97","7368","527","99","127","884","453","1355","619","205","166","3057","937","712","489","442","345","614","344"
"0500000US17143","Peoria County, Illinois","18069","735","7480","672","465","270","936","444","1937","738","266","175","1972","692","329","226","545","369","1030","651","10589","296","537","407","685","442","3010","949","233","210","3192","920","1123","561","1666","798","143","158"
"0500000US17161","Rock Island County, Illinois","8406","593","4176","339","329","216","532","332","1194","660","398","359","913","356","338","293","321","287","151","157","4230","483","806","427","745","374","265","199","215","170","1308","457","397","293","414","325","80","109"
"0500000US17163","St. Clair County, Illinois","49327","621","21155","410","846","428","3121","1175","7593","1612","1016","617","4431","1278","2545","926","696","432","907","513","28172","473","1001","584","3067","1141","6691","1522","1136","599","8087","1604","3192","1289","2372","977","2626","796"
"0500000US17167","Sangamon County, Illinois","13981","537","5937","435","0","190","1643","652","1606","542","386","313","1212","472","444","359","400","311","246","202","8044","319","539","446","1747","849","1676","716","570","571","1795","819","641","509","714","508","362","214"
"0500000US17183","Vermilion County, Illinois","6170","417","3344","361","128","114","537","317","1125","547","387","237","649","295","150","133","41","72","327","309","2826","242","203","165","411","270","978","403","272","174","842","370","81","103","39","71","0","190"
"0500000US17197","Will County, Illinois","50320","1312","24066","845","549","525","2178","773","5817","1069","1838","718","7658","1327","1563","655","3167","844","1296","553","26254","826","935","677","1214","536","4019","1086","1286","755","8369","1298","2684","892","4692","944","3055","705"
"0500000US17201","Winnebago County, Illinois","22022","455","9829","321","231","275","1224","656","2317","747","1548","695","2279","728","408","279","1439","703","383","356","12193","288","365","209","1478","767","2709","701","658","358","3257","766","1380","496","1185","775","1161","663"
"0500000US18003","Allen County, Indiana","25460","874","11612","630","487","332","1260","470","4636","878","711","445","1602","581","879","434","1591","694","446","251","13848","643","687","418","1821","802","3424","923","392","271","3425","1085","1725","668","2083","754","291","285"
"0500000US18019","Clark County, Indiana","5888","714","2790","452","0","198","211","241","747","510","125","144","771","338","453","423","377","309","106","153","3098","477","0","198","125","151","447","334","444","476","596","479","699","491","668","606","119","142"
"0500000US18057","Hamilton County, Indiana","8877","685","3915","569","0","198","0","198","349","296","48","66","1420","755","735","563","979","762","384","435","4962","560","0","198","152","232","918","662","0","198","942","785","514","547","1410","764","1026","618"
"0500000US18089","Lake County, Indiana","72098","737","30763","503","1416","858","2724","799","11705","1414","1861","799","7131","1168","1999","694","2566","826","1361","546","41335","603","1170","501","3466","885","10752","1564","2228","794","11587","1475","3130","863","5019","1001","3983","1260"
"0500000US18091","LaPorte County, Indiana","8706","1016","5673","702","344","407","888","333","2373","843","1023","438","845","442","86","98","99","105","15","27","3033","552","117","131","469","335","568","237","109","107","655","567","383","324","597","322","135","213"
"0500000US18095","Madison County, Indiana","7248","896","4246","673","31","46","974","554","972","609","267","190","1167","665","720","623","77","92","38","66","3002","504","14","30","251","306","1082","538","228","216","806","325","345","338","276","211","0","198"
"0500000US18097","Marion County, Indiana","164853","1723","70902","1318","2400","844","9752","1688","23490","2391","3043","1031","14068","2272","4529","1161","10187","2048","3433","1157","93951","1203","3300","1050","10660","1841","24128","2636","3298","1531","26720","2979","8877","1913","10882","1973","6086","1227"
"0500000US18141","St. Joseph County, Indiana","20087","1002","8937","518","89","101","1256","452","1885","520","734","324","2553","729","1262","831","734","368","424","286","11150","795","249","215","1782","657","2575","846","446","289","2834","838","1385","556","1530","609","349","197"
