"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Montgomery County, OH"	"39113"	"2008"	"2008"	"Male"	"M"	2516	258014	975.1	960.1
	"Montgomery County, OH"	"39113"	"2009"	"2009"	"Female"	"F"	2623	278420	942.1	670.3
	"Montgomery County, OH"	"39113"	"2009"	"2009"	"Male"	"M"	2391	256874	930.8	903.1
	"Montgomery County, OH"	"39113"	"2010"	"2010"	"Female"	"F"	2713	278192	975.2	673.3
	"Montgomery County, OH"	"39113"	"2010"	"2010"	"Male"	"M"	2463	256961	958.5	915.0
	"Montgomery County, OH"	"39113"	"2011"	"2011"	"Female"	"F"	2652	279456	949.0	632.6
	"Montgomery County, OH"	"39113"	"2011"	"2011"	"Male"	"M"	2556	258146	990.1	906.0
	"Montgomery County, OH"	"39113"	"2012"	"2012"	"Female"	"F"	2742	277285	988.9	665.1
	"Montgomery County, OH"	"39113"	"2012"	"2012"	"Male"	"M"	2452	257040	953.9	878.0
	"Montgomery County, OH"	"39113"	"2013"	"2013"	"Female"	"F"	2827	277997	1016.9	676.1
	"Montgomery County, OH"	"39113"	"2013"	"2013"	"Male"	"M"	2497	257849	968.4	876.7
	"Montgomery County, OH"	"39113"	"2014"	"2014"	"Female"	"F"	2804	276706	1013.3	669.5
	"Montgomery County, OH"	"39113"	"2014"	"2014"	"Male"	"M"	2559	256410	998.0	885.0
	"Montgomery County, OH"	"39113"	"2015"	"2015"	"Female"	"F"	2941	276148	1065.0	695.8
	"Montgomery County, OH"	"39113"	"2015"	"2015"	"Male"	"M"	2583	256110	1008.6	885.3
	"Montgomery County, OH"	"39113"	"2016"	"2016"	"Female"	"F"	2767	275259	1005.2	651.0
	"Montgomery County, OH"	"39113"	"2016"	"2016"	"Male"	"M"	2728	255980	1065.7	922.2
	"Montgomery County, OH"	"39113"	"2017"	"2017"	"Female"	"F"	2903	275371	1054.2	689.0
	"Montgomery County, OH"	"39113"	"2017"	"2017"	"Male"	"M"	2705	256171	1055.9	906.0
	"Montgomery County, OH"	"39113"	"2018"	"2018"	"Female"	"F"	2930	275949	1061.8	678.5
	"Montgomery County, OH"	"39113"	"2018"	"2018"	"Male"	"M"	2823	256382	1101.1	934.9
	"Oklahoma County, OK"	"40109"	"2000"	"2000"	"Female"	"F"	3157	340022	928.5	806.8
	"Oklahoma County, OK"	"40109"	"2000"	"2000"	"Male"	"M"	2773	320426	865.4	1128.3
	"Oklahoma County, OK"	"40109"	"2001"	"2001"	"Female"	"F"	3183	341999	930.7	812.8
	"Oklahoma County, OK"	"40109"	"2001"	"2001"	"Male"	"M"	2815	322837	872.0	1127.8
	"Oklahoma County, OK"	"40109"	"2002"	"2002"	"Female"	"F"	3238	344872	938.9	828.2
	"Oklahoma County, OK"	"40109"	"2002"	"2002"	"Male"	"M"	2783	326248	853.0	1098.3
	"Oklahoma County, OK"	"40109"	"2003"	"2003"	"Female"	"F"	3203	346764	923.7	814.3
	"Oklahoma County, OK"	"40109"	"2003"	"2003"	"Male"	"M"	2808	327807	856.6	1094.7
	"Oklahoma County, OK"	"40109"	"2004"	"2004"	"Female"	"F"	3016	347723	867.4	766.9
	"Oklahoma County, OK"	"40109"	"2004"	"2004"	"Male"	"M"	2654	330019	804.2	1011.0
	"Oklahoma County, OK"	"40109"	"2005"	"2005"	"Female"	"F"	3144	350515	897.0	783.9
	"Oklahoma County, OK"	"40109"	"2005"	"2005"	"Male"	"M"	2812	332784	845.0	1043.9
	"Oklahoma County, OK"	"40109"	"2006"	"2006"	"Female"	"F"	2972	354056	839.4	728.2
	"Oklahoma County, OK"	"40109"	"2006"	"2006"	"Male"	"M"	2759	336097	820.9	991.2
	"Oklahoma County, OK"	"40109"	"2007"	"2007"	"Female"	"F"	3091	356582	866.8	743.9
	"Oklahoma County, OK"	"40109"	"2007"	"2007"	"Male"	"M"	2720	339124	802.1	965.4
	"Oklahoma County, OK"	"40109"	"2008"	"2008"	"Female"	"F"	3144	359322	875.0	753.1
	"Oklahoma County, OK"	"40109"	"2008"	"2008"	"Male"	"M"	2876	342162	840.5	998.9
	"Oklahoma County, OK"	"40109"	"2009"	"2009"	"Female"	"F"	3045	363801	837.0	715.1
	"Oklahoma County, OK"	"40109"	"2009"	"2009"	"Male"	"M"	2718	347794	781.5	924.0
	"Oklahoma County, OK"	"40109"	"2010"	"2010"	"Female"	"F"	3094	367257	842.5	721.2
	"Oklahoma County, OK"	"40109"	"2010"	"2010"	"Male"	"M"	2940	351376	836.7	990.9
	"Oklahoma County, OK"	"40109"	"2011"	"2011"	"Female"	"F"	3176	373490	850.4	723.6
	"Oklahoma County, OK"	"40109"	"2011"	"2011"	"Male"	"M"	2979	358881	830.1	971.6
	"Oklahoma County, OK"	"40109"	"2012"	"2012"	"Female"	"F"	3124	378104	826.2	711.0
	"Oklahoma County, OK"	"40109"	"2012"	"2012"	"Male"	"M"	2806	363677	771.6	901.7
	"Oklahoma County, OK"	"40109"	"2013"	"2013"	"Female"	"F"	3242	385297	841.4	723.1
	"Oklahoma County, OK"	"40109"	"2013"	"2013"	"Male"	"M"	3082	369948	833.1	953.6
	"Oklahoma County, OK"	"40109"	"2014"	"2014"	"Female"	"F"	3353	391169	857.2	741.8
	"Oklahoma County, OK"	"40109"	"2014"	"2014"	"Male"	"M"	3072	375046	819.1	934.4
	"Oklahoma County, OK"	"40109"	"2015"	"2015"	"Female"	"F"	3354	396785	845.3	729.6
	"Oklahoma County, OK"	"40109"	"2015"	"2015"	"Male"	"M"	3046	380079	801.4	913.2
	"Oklahoma County, OK"	"40109"	"2016"	"2016"	"Female"	"F"	3277	399876	819.5	705.7
	"Oklahoma County, OK"	"40109"	"2016"	"2016"	"Male"	"M"	3013	383094	786.5	892.6
	"Oklahoma County, OK"	"40109"	"2017"	"2017"	"Female"	"F"	3408	402119	847.5	730.1
	"Oklahoma County, OK"	"40109"	"2017"	"2017"	"Male"	"M"	3220	385839	834.5	928.5
	"Oklahoma County, OK"	"40109"	"2018"	"2018"	"Female"	"F"	3353	404447	829.0	696.6
	"Oklahoma County, OK"	"40109"	"2018"	"2018"	"Male"	"M"	3222	388135	830.1	911.3
	"Tulsa County, OK"	"40143"	"2000"	"2000"	"Female"	"F"	2642	290069	910.8	798.1
	"Tulsa County, OK"	"40143"	"2000"	"2000"	"Male"	"M"	2166	273230	792.7	1064.8
	"Tulsa County, OK"	"40143"	"2001"	"2001"	"Female"	"F"	2690	291223	923.7	813.6
	"Tulsa County, OK"	"40143"	"2001"	"2001"	"Male"	"M"	2185	274952	794.7	1077.8
	"Tulsa County, OK"	"40143"	"2002"	"2002"	"Female"	"F"	2632	292370	900.2	794.1
	"Tulsa County, OK"	"40143"	"2002"	"2002"	"Male"	"M"	2286	276800	825.9	1108.3
	"Tulsa County, OK"	"40143"	"2003"	"2003"	"Female"	"F"	2657	291923	910.2	797.5
	"Tulsa County, OK"	"40143"	"2003"	"2003"	"Male"	"M"	2260	276483	817.4	1075.0
	"Tulsa County, OK"	"40143"	"2004"	"2004"	"Female"	"F"	2454	290659	844.3	731.0
	"Tulsa County, OK"	"40143"	"2004"	"2004"	"Male"	"M"	2145	275481	778.6	1009.2
	"Tulsa County, OK"	"40143"	"2005"	"2005"	"Female"	"F"	2762	291706	946.8	813.8
	"Tulsa County, OK"	"40143"	"2005"	"2005"	"Male"	"M"	2286	276493	826.8	1039.6
	"Tulsa County, OK"	"40143"	"2006"	"2006"	"Female"	"F"	2631	295232	891.2	759.9
	"Tulsa County, OK"	"40143"	"2006"	"2006"	"Male"	"M"	2239	279782	800.3	995.4
	"Tulsa County, OK"	"40143"	"2007"	"2007"	"Female"	"F"	2681	298426	898.4	760.4
	"Tulsa County, OK"	"40143"	"2007"	"2007"	"Male"	"M"	2270	283668	800.2	976.9
	"Tulsa County, OK"	"40143"	"2008"	"2008"	"Female"	"F"	2739	301637	908.0	767.1
	"Tulsa County, OK"	"40143"	"2008"	"2008"	"Male"	"M"	2384	286873	831.0	1003.8
	"Tulsa County, OK"	"40143"	"2009"	"2009"	"Female"	"F"	2430	306187	793.6	674.0
	"Tulsa County, OK"	"40143"	"2009"	"2009"	"Male"	"M"	2310	291561	792.3	934.8
	"Tulsa County, OK"	"40143"	"2010"	"2010"	"Female"	"F"	2568	308963	831.2	697.3
	"Tulsa County, OK"	"40143"	"2010"	"2010"	"Male"	"M"	2264	294440	768.9	906.1
	"Tulsa County, OK"	"40143"	"2011"	"2011"	"Female"	"F"	2632	312490	842.3	696.2
	"Tulsa County, OK"	"40143"	"2011"	"2011"	"Male"	"M"	2318	298109	777.6	890.2
	"Tulsa County, OK"	"40143"	"2012"	"2012"	"Female"	"F"	2593	314648	824.1	683.7
	"Tulsa County, OK"	"40143"	"2012"	"2012"	"Male"	"M"	2395	299168	800.6	912.0
	"Tulsa County, OK"	"40143"	"2013"	"2013"	"Female"	"F"	2764	319035	866.4	720.4
	"Tulsa County, OK"	"40143"	"2013"	"2013"	"Male"	"M"	2450	303374	807.6	911.0
	"Tulsa County, OK"	"40143"	"2014"	"2014"	"Female"	"F"	2656	323021	822.2	678.4
	"Tulsa County, OK"	"40143"	"2014"	"2014"	"Male"	"M"	2520	306577	822.0	902.4
	"Tulsa County, OK"	"40143"	"2015"	"2015"	"Female"	"F"	2635	327809	803.8	662.5
	"Tulsa County, OK"	"40143"	"2015"	"2015"	"Male"	"M"	2574	311433	826.5	912.2
	"Tulsa County, OK"	"40143"	"2016"	"2016"	"Female"	"F"	2741	329511	831.8	678.1
	"Tulsa County, OK"	"40143"	"2016"	"2016"	"Male"	"M"	2497	313429	796.7	861.8
	"Tulsa County, OK"	"40143"	"2017"	"2017"	"Female"	"F"	2838	330896	857.7	686.5
	"Tulsa County, OK"	"40143"	"2017"	"2017"	"Male"	"M"	2670	315370	846.6	909.5
	"Tulsa County, OK"	"40143"	"2018"	"2018"	"Female"	"F"	2858	331991	860.9	680.0
	"Tulsa County, OK"	"40143"	"2018"	"2018"	"Male"	"M"	2719	316369	859.4	901.4
	"Greenville County, SC"	"45045"	"2000"	"2000"	"Female"	"F"	1643	194834	843.3	748.4
	"Greenville County, SC"	"45045"	"2000"	"2000"	"Male"	"M"	1455	184782	787.4	1059.2
	"Greenville County, SC"	"45045"	"2001"	"2001"	"Female"	"F"	1648	197879	832.8	737.7
	"Greenville County, SC"	"45045"	"2001"	"2001"	"Male"	"M"	1419	187901	755.2	996.0
	"Greenville County, SC"	"45045"	"2002"	"2002"	"Female"	"F"	1646	200006	823.0	726.8
	"Greenville County, SC"	"45045"	"2002"	"2002"	"Male"	"M"	1457	190191	766.1	1011.4
	"Greenville County, SC"	"45045"	"2003"	"2003"	"Female"	"F"	1704	202197	842.7	741.9
	"Greenville County, SC"	"45045"	"2003"	"2003"	"Male"	"M"	1408	192045	733.2	935.0
	"Greenville County, SC"	"45045"	"2004"	"2004"	"Female"	"F"	1573	204711	768.4	670.3
	"Greenville County, SC"	"45045"	"2004"	"2004"	"Male"	"M"	1369	194608	703.5	906.2
	"Greenville County, SC"	"45045"	"2005"	"2005"	"Female"	"F"	1595	208003	766.8	661.0
	"Greenville County, SC"	"45045"	"2005"	"2005"	"Male"	"M"	1490	197605	754.0	948.3
	"Greenville County, SC"	"45045"	"2006"	"2006"	"Female"	"F"	1560	213672	730.1	615.5
	"Greenville County, SC"	"45045"	"2006"	"2006"	"Male"	"M"	1521	202285	751.9	916.5
	"Greenville County, SC"	"45045"	"2007"	"2007"	"Female"	"F"	1705	220076	774.7	660.9
	"Greenville County, SC"	"45045"	"2007"	"2007"	"Male"	"M"	1564	207894	752.3	903.0
	"Greenville County, SC"	"45045"	"2008"	"2008"	"Female"	"F"	1764	225713	781.5	664.1
	"Greenville County, SC"	"45045"	"2008"	"2008"	"Male"	"M"	1564	213029	734.2	882.7
	"Greenville County, SC"	"45045"	"2009"	"2009"	"Female"	"F"	1702	230020	739.9	625.7
	"Greenville County, SC"	"45045"	"2009"	"2009"	"Male"	"M"	1554	216635	717.3	854.4
	"Greenville County, SC"	"45045"	"2010"	"2010"	"Female"	"F"	1781	232434	766.2	646.5
	"Greenville County, SC"	"45045"	"2010"	"2010"	"Male"	"M"	1615	218791	738.1	856.4
	"Greenville County, SC"	"45045"	"2011"	"2011"	"Female"	"F"	1906	237322	803.1	665.0
	"Greenville County, SC"	"45045"	"2011"	"2011"	"Male"	"M"	1598	223977	713.5	818.1
	"Greenville County, SC"	"45045"	"2012"	"2012"	"Female"	"F"	1877	240737	779.7	633.4
	"Greenville County, SC"	"45045"	"2012"	"2012"	"Male"	"M"	1628	226868	717.6	798.4
	"Greenville County, SC"	"45045"	"2013"	"2013"	"Female"	"F"	1848	243544	758.8	614.7
	"Greenville County, SC"	"45045"	"2013"	"2013"	"Male"	"M"	1719	230722	745.1	816.1
	"Greenville County, SC"	"45045"	"2014"	"2014"	"Female"	"F"	1904	248084	767.5	618.4
	"Greenville County, SC"	"45045"	"2014"	"2014"	"Male"	"M"	1731	234668	737.6	793.4
	"Greenville County, SC"	"45045"	"2015"	"2015"	"Female"	"F"	2047	252857	809.5	648.4
	"Greenville County, SC"	"45045"	"2015"	"2015"	"Male"	"M"	1833	239006	766.9	804.5
	"Greenville County, SC"	"45045"	"2016"	"2016"	"Female"	"F"	2096	256648	816.7	644.3
	"Greenville County, SC"	"45045"	"2016"	"2016"	"Male"	"M"	1887	242118	779.4	796.2
	"Greenville County, SC"	"45045"	"2017"	"2017"	"Female"	"F"	2059	260889	789.2	626.4
	"Greenville County, SC"	"45045"	"2017"	"2017"	"Male"	"M"	1943	245948	790.0	793.9
	"Greenville County, SC"	"45045"	"2018"	"2018"	"Female"	"F"	2055	264849	775.9	604.3
	"Greenville County, SC"	"45045"	"2018"	"2018"	"Male"	"M"	2003	249364	803.2	793.3
	"Davidson County, TN"	"47037"	"2000"	"2000"	"Female"	"F"	2512	294026	854.3	770.4
	"Davidson County, TN"	"47037"	"2000"	"2000"	"Male"	"M"	2115	275865	766.7	1092.2
	"Davidson County, TN"	"47037"	"2001"	"2001"	"Female"	"F"	2565	295782	867.2	782.9
	"Davidson County, TN"	"47037"	"2001"	"2001"	"Male"	"M"	2117	278337	760.6	1083.8
	"Davidson County, TN"	"47037"	"2002"	"2002"	"Female"	"F"	2554	295835	863.3	787.4
	"Davidson County, TN"	"47037"	"2002"	"2002"	"Male"	"M"	2228	278380	800.3	1136.5
	"Davidson County, TN"	"47037"	"2003"	"2003"	"Female"	"F"	2497	297643	838.9	769.9
	"Davidson County, TN"	"47037"	"2003"	"2003"	"Male"	"M"	2264	279588	809.8	1127.2
	"Davidson County, TN"	"47037"	"2004"	"2004"	"Female"	"F"	2348	299873	783.0	720.9
	"Davidson County, TN"	"47037"	"2004"	"2004"	"Male"	"M"	2066	283140	729.7	1008.6
	"Davidson County, TN"	"47037"	"2005"	"2005"	"Female"	"F"	2337	303277	770.6	705.5
	"Davidson County, TN"	"47037"	"2005"	"2005"	"Male"	"M"	2109	286510	736.1	1003.7
	"Davidson County, TN"	"47037"	"2006"	"2006"	"Female"	"F"	2450	307651	796.4	735.5
	"Davidson County, TN"	"47037"	"2006"	"2006"	"Male"	"M"	2190	289946	755.3	1024.6
	"Davidson County, TN"	"47037"	"2007"	"2007"	"Female"	"F"	2486	311227	798.8	743.6
	"Davidson County, TN"	"47037"	"2007"	"2007"	"Male"	"M"	2067	293804	703.5	955.2
	"Davidson County, TN"	"47037"	"2008"	"2008"	"Female"	"F"	2421	315743	766.8	719.5
	"Davidson County, TN"	"47037"	"2008"	"2008"	"Male"	"M"	2216	296906	746.4	1015.9
	"Davidson County, TN"	"47037"	"2009"	"2009"	"Female"	"F"	2268	320129	708.5	668.5
	"Davidson County, TN"	"47037"	"2009"	"2009"	"Male"	"M"	2189	300879	727.5	979.6
	"Davidson County, TN"	"47037"	"2010"	"2010"	"Female"	"F"	2386	323141	738.4	696.4
	"Davidson County, TN"	"47037"	"2010"	"2010"	"Male"	"M"	2115	303540	696.8	938.6
	"Davidson County, TN"	"47037"	"2011"	"2011"	"Female"	"F"	2255	327972	687.6	645.0
	"Davidson County, TN"	"47037"	"2011"	"2011"	"Male"	"M"	2161	307503	702.8	926.4
	"Davidson County, TN"	"47037"	"2012"	"2012"	"Female"	"F"	2303	334630	688.2	644.5
	"Davidson County, TN"	"47037"	"2012"	"2012"	"Male"	"M"	2206	313665	703.3	924.9
	"Davidson County, TN"	"47037"	"2013"	"2013"	"Female"	"F"	2420	340313	711.1	668.7
	"Davidson County, TN"	"47037"	"2013"	"2013"	"Male"	"M"	2134	318289	670.5	863.8
	"Davidson County, TN"	"47037"	"2014"	"2014"	"Female"	"F"	2365	346406	682.7	640.5
	"Davidson County, TN"	"47037"	"2014"	"2014"	"Male"	"M"	2292	321941	711.9	902.2
	"Davidson County, TN"	"47037"	"2015"	"2015"	"Female"	"F"	2441	352100	693.3	652.4
	"Davidson County, TN"	"47037"	"2015"	"2015"	"Male"	"M"	2245	326789	687.0	872.1
	"Davidson County, TN"	"47037"	"2016"	"2016"	"Female"	"F"	2461	354769	693.7	650.4
	"Davidson County, TN"	"47037"	"2016"	"2016"	"Male"	"M"	2303	329641	698.6	879.4
	"Davidson County, TN"	"47037"	"2017"	"2017"	"Female"	"F"	2413	357863	674.3	623.2
	"Davidson County, TN"	"47037"	"2017"	"2017"	"Male"	"M"	2386	333380	715.7	880.8
	"Davidson County, TN"	"47037"	"2018"	"2018"	"Female"	"F"	2479	358308	691.9	631.9
	"Davidson County, TN"	"47037"	"2018"	"2018"	"Male"	"M"	2355	334279	704.5	859.1
	"Knox County, TN"	"47093"	"2000"	"2000"	"Female"	"F"	1818	197455	920.7	765.0
	"Knox County, TN"	"47093"	"2000"	"2000"	"Male"	"M"	1552	184577	840.8	1084.4
	"Knox County, TN"	"47093"	"2001"	"2001"	"Female"	"F"	1828	199386	916.8	760.0
	"Knox County, TN"	"47093"	"2001"	"2001"	"Male"	"M"	1505	186437	807.2	1035.3
	"Knox County, TN"	"47093"	"2002"	"2002"	"Female"	"F"	1862	201068	926.1	769.5
	"Knox County, TN"	"47093"	"2002"	"2002"	"Male"	"M"	1540	188375	817.5	1040.1
	"Knox County, TN"	"47093"	"2003"	"2003"	"Female"	"F"	1871	203579	919.1	766.4
	"Knox County, TN"	"47093"	"2003"	"2003"	"Male"	"M"	1510	190684	791.9	981.3
	"Knox County, TN"	"47093"	"2004"	"2004"	"Female"	"F"	1758	205391	855.9	719.8
	"Knox County, TN"	"47093"	"2004"	"2004"	"Male"	"M"	1500	192916	777.5	956.1
	"Knox County, TN"	"47093"	"2005"	"2005"	"Female"	"F"	1760	208417	844.5	703.7
	"Knox County, TN"	"47093"	"2005"	"2005"	"Male"	"M"	1562	195817	797.7	963.1
	"Knox County, TN"	"47093"	"2006"	"2006"	"Female"	"F"	1766	212162	832.4	688.4
	"Knox County, TN"	"47093"	"2006"	"2006"	"Male"	"M"	1460	199623	731.4	864.3
	"Knox County, TN"	"47093"	"2007"	"2007"	"Female"	"F"	1765	215627	818.5	673.4
	"Knox County, TN"	"47093"	"2007"	"2007"	"Male"	"M"	1593	203469	782.9	916.5
	"Knox County, TN"	"47093"	"2008"	"2008"	"Female"	"F"	1886	218962	861.3	701.9
	"Knox County, TN"	"47093"	"2008"	"2008"	"Male"	"M"	1650	206314	799.8	925.9
	"Knox County, TN"	"47093"	"2009"	"2009"	"Female"	"F"	1833	220790	830.2	674.7
	"Knox County, TN"	"47093"	"2009"	"2009"	"Male"	"M"	1710	208685	819.4	933.9
	"Knox County, TN"	"47093"	"2010"	"2010"	"Female"	"F"	1843	222141	829.7	664.6
	"Knox County, TN"	"47093"	"2010"	"2010"	"Male"	"M"	1771	210085	843.0	942.1
	"Knox County, TN"	"47093"	"2011"	"2011"	"Female"	"F"	1900	224315	847.0	672.0
	"Knox County, TN"	"47093"	"2011"	"2011"	"Male"	"M"	1779	212614	836.7	923.0
	"Knox County, TN"	"47093"	"2012"	"2012"	"Female"	"F"	1979	226574	873.4	682.6
	"Knox County, TN"	"47093"	"2012"	"2012"	"Male"	"M"	1811	214737	843.4	917.5
	"Knox County, TN"	"47093"	"2013"	"2013"	"Female"	"F"	1929	228552	844.0	652.8
	"Knox County, TN"	"47093"	"2013"	"2013"	"Male"	"M"	1743	216070	806.7	858.6
	"Knox County, TN"	"47093"	"2014"	"2014"	"Female"	"F"	2143	230664	929.1	720.6
	"Knox County, TN"	"47093"	"2014"	"2014"	"Male"	"M"	1955	217980	896.9	935.6
	"Knox County, TN"	"47093"	"2015"	"2015"	"Female"	"F"	2049	231868	883.7	678.0
	"Knox County, TN"	"47093"	"2015"	"2015"	"Male"	"M"	1903	219456	867.1	890.8
	"Knox County, TN"	"47093"	"2016"	"2016"	"Female"	"F"	2071	234563	882.9	671.0
	"Knox County, TN"	"47093"	"2016"	"2016"	"Male"	"M"	1877	221569	847.1	848.6
	"Knox County, TN"	"47093"	"2017"	"2017"	"Female"	"F"	2106	237448	886.9	675.1
	"Knox County, TN"	"47093"	"2017"	"2017"	"Male"	"M"	1957	224412	872.1	876.2
	"Knox County, TN"	"47093"	"2018"	"2018"	"Female"	"F"	2139	239283	893.9	674.4
	"Knox County, TN"	"47093"	"2018"	"2018"	"Male"	"M"	2089	226006	924.3	909.7
	"Shelby County, TN"	"47157"	"2000"	"2000"	"Female"	"F"	4006	468827	854.5	876.9
	"Shelby County, TN"	"47157"	"2000"	"2000"	"Male"	"M"	3612	428645	842.7	1272.8
	"Shelby County, TN"	"47157"	"2001"	"2001"	"Female"	"F"	3980	469767	847.2	866.9
	"Shelby County, TN"	"47157"	"2001"	"2001"	"Male"	"M"	3293	429578	766.6	1146.0
	"Shelby County, TN"	"47157"	"2002"	"2002"	"Female"	"F"	3941	471772	835.4	859.3
	"Shelby County, TN"	"47157"	"2002"	"2002"	"Male"	"M"	3408	430862	791.0	1176.6
	"Shelby County, TN"	"47157"	"2003"	"2003"	"Female"	"F"	3885	474432	818.9	841.6
	"Shelby County, TN"	"47157"	"2003"	"2003"	"Male"	"M"	3347	432301	774.2	1139.6
	"Shelby County, TN"	"47157"	"2004"	"2004"	"Female"	"F"	3748	474874	789.3	808.5
	"Shelby County, TN"	"47157"	"2004"	"2004"	"Male"	"M"	3262	434769	750.3	1099.5
	"Shelby County, TN"	"47157"	"2005"	"2005"	"Female"	"F"	3832	476712	803.8	819.9
	"Shelby County, TN"	"47157"	"2005"	"2005"	"Male"	"M"	3417	436489	782.8	1111.8
	"Shelby County, TN"	"47157"	"2006"	"2006"	"Female"	"F"	3638	481023	756.3	764.8
	"Shelby County, TN"	"47157"	"2006"	"2006"	"Male"	"M"	3235	439083	736.8	1037.0
	"Shelby County, TN"	"47157"	"2007"	"2007"	"Female"	"F"	3665	481027	761.9	763.4
	"Shelby County, TN"	"47157"	"2007"	"2007"	"Male"	"M"	3284	440092	746.2	1046.7
	"Shelby County, TN"	"47157"	"2008"	"2008"	"Female"	"F"	3748	481607	778.2	769.5
	"Shelby County, TN"	"47157"	"2008"	"2008"	"Male"	"M"	3118	439078	710.1	981.4
	"Shelby County, TN"	"47157"	"2009"	"2009"	"Female"	"F"	3552	482805	735.7	718.5
	"Shelby County, TN"	"47157"	"2009"	"2009"	"Male"	"M"	3282	439736	746.4	1001.4
	"Shelby County, TN"	"47157"	"2010"	"2010"	"Female"	"F"	3631	484992	748.7	730.2
	"Shelby County, TN"	"47157"	"2010"	"2010"	"Male"	"M"	3262	442652	736.9	994.2
	"Shelby County, TN"	"47157"	"2011"	"2011"	"Female"	"F"	3619	488948	740.2	700.6
	"Shelby County, TN"	"47157"	"2011"	"2011"	"Male"	"M"	3216	446140	720.8	930.0
	"Shelby County, TN"	"47157"	"2012"	"2012"	"Female"	"F"	3638	491611	740.0	694.9
	"Shelby County, TN"	"47157"	"2012"	"2012"	"Male"	"M"	3424	449153	762.3	972.5
	"Shelby County, TN"	"47157"	"2013"	"2013"	"Female"	"F"	3775	491565	768.0	712.5
	"Shelby County, TN"	"47157"	"2013"	"2013"	"Male"	"M"	3485	447900	778.1	965.8
	"Shelby County, TN"	"47157"	"2014"	"2014"	"Female"	"F"	3672	491679	746.8	684.9
	"Shelby County, TN"	"47157"	"2014"	"2014"	"Male"	"M"	3537	447124	791.1	962.5
	"Shelby County, TN"	"47157"	"2015"	"2015"	"Female"	"F"	3814	491423	776.1	693.2
	"Shelby County, TN"	"47157"	"2015"	"2015"	"Male"	"M"	3651	446646	817.4	968.9
	"Shelby County, TN"	"47157"	"2016"	"2016"	"Female"	"F"	3760	489831	767.6	675.7
	"Shelby County, TN"	"47157"	"2016"	"2016"	"Male"	"M"	3518	444772	791.0	916.1
	"Shelby County, TN"	"47157"	"2017"	"2017"	"Female"	"F"	3800	491208	773.6	670.8
	"Shelby County, TN"	"47157"	"2017"	"2017"	"Male"	"M"	3662	445753	821.5	938.2
	"Shelby County, TN"	"47157"	"2018"	"2018"	"Female"	"F"	3901	491242	794.1	673.4
	"Shelby County, TN"	"47157"	"2018"	"2018"	"Male"	"M"	3806	444522	856.2	951.1
	"Richmond city, VA"	"51760"	"2000"	"2000"	"Female"	"F"	1238	105722	1171.0	936.9
	"Richmond city, VA"	"51760"	"2000"	"2000"	"Male"	"M"	1040	92068	1129.6	1398.6
	"Richmond city, VA"	"51760"	"2001"	"2001"	"Female"	"F"	1131	104863	1078.6	887.2
	"Richmond city, VA"	"51760"	"2001"	"2001"	"Male"	"M"	976	92712	1052.7	1334.8
	"Richmond city, VA"	"51760"	"2002"	"2002"	"Female"	"F"	1130	104901	1077.2	887.1
	"Richmond city, VA"	"51760"	"2002"	"2002"	"Male"	"M"	998	92612	1077.6	1356.7
	"Richmond city, VA"	"51760"	"2003"	"2003"	"Female"	"F"	1146	104470	1097.0	918.0
	"Richmond city, VA"	"51760"	"2003"	"2003"	"Male"	"M"	1009	92836	1086.9	1376.8
	"Richmond city, VA"	"51760"	"2004"	"2004"	"Female"	"F"	1003	104213	962.5	815.5
	"Richmond city, VA"	"51760"	"2004"	"2004"	"Male"	"M"	906	92665	977.7	1249.8
	"Richmond city, VA"	"51760"	"2005"	"2005"	"Female"	"F"	989	104397	947.3	814.3
	"Richmond city, VA"	"51760"	"2005"	"2005"	"Male"	"M"	977	93068	1049.8	1311.7
	"Richmond city, VA"	"51760"	"2006"	"2006"	"Female"	"F"	991	104803	945.6	816.5
	"Richmond city, VA"	"51760"	"2006"	"2006"	"Male"	"M"	871	93815	928.4	1150.2
	"Richmond city, VA"	"51760"	"2007"	"2007"	"Female"	"F"	964	105580	913.1	791.4
	"Richmond city, VA"	"51760"	"2007"	"2007"	"Male"	"M"	899	94621	950.1	1186.8
	"Richmond city, VA"	"51760"	"2008"	"2008"	"Female"	"F"	964	106335	906.6	796.5
	"Richmond city, VA"	"51760"	"2008"	"2008"	"Male"	"M"	832	95919	867.4	1080.7
	"Richmond city, VA"	"51760"	"2009"	"2009"	"Female"	"F"	925	106848	865.7	766.3
	"Richmond city, VA"	"51760"	"2009"	"2009"	"Male"	"M"	835	96830	862.3	1049.1
	"Richmond city, VA"	"51760"	"2010"	"2010"	"Female"	"F"	916	106883	857.0	754.3
	"Richmond city, VA"	"51760"	"2010"	"2010"	"Male"	"M"	846	97331	869.2	1072.3
	"Richmond city, VA"	"51760"	"2011"	"2011"	"Female"	"F"	852	107472	792.8	689.5
	"Richmond city, VA"	"51760"	"2011"	"2011"	"Male"	"M"	813	98061	829.1	1002.6
	"Richmond city, VA"	"51760"	"2012"	"2012"	"Female"	"F"	897	110402	812.5	707.6
	"Richmond city, VA"	"51760"	"2012"	"2012"	"Male"	"M"	818	99907	818.8	967.4
