"facility_type","facility_type_description","subtype","subtype_description","permit_number","premise_name","premise_address","premise_city","premise_state","premise_zip","EHS","opening_date"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","114452","KY PORK PRODUCERS SW4","937 PHILLIPS LN","LOUISVILLE","KY","40209","AREA6","2022-02-11 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","114453","KY AQUACULTURE SW5","937 PHILLIPS LN","LOUISVILLE","KY","40209","AREA6","2022-02-11 00:00:00"
"603","RESTRICTED FOOD CONCESSIONS","53","STATIONARY RESTRICTED CONCESSON","114454","DJC CONCESSIONS FH24","937 PHILLIPS LN","LOUISVILLE","KY","40209","AREA6","2022-02-11 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","114483","SUBWAY #24964","3314 PRESTON HWY","LOUISVILLE","KY","40213","AREA6","2022-02-14 00:00:00"
"603","RESTRICTED FOOD CONCESSIONS","53","STATIONARY RESTRICTED CONCESSON","114602","EHRLER'S FH27","937 PHILLIPS LN","LOUISVILLE","KY","40209","AREA6","2022-12-16 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","114604","DOMINO'S PIZZA #1424","812 EASTERN PKWY","LOUISVILLE","KY","40217","AREA6","2022-02-17 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","54","RETAIL-FOOD  10,000 SQ FT OR LESS","114647","LSM FERRERABEE FAMILY MEATS","1001 LOGAN ST STE 111","LOUISVILLE","KY","40204","AREA6","2022-02-17 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","114648","SIX FORKS BURGERS","1039 ASH ST","LOUISVILLE","KY","40217","AREA6","2022-02-22 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","114655","TIM TAM TAVERN","1022 CLARKS LN","LOUISVILLE","KY","40217","AREA6","2022-02-22 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","114738","RALLY'S #8247","3290 BARDSTOWN RD","LOUISVILLE","KY","40218","AREA6","2022-03-09 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","114811","CVS #11089","400 E BROADWAY","LOUISVILLE","KY","40202","AREA6","2022-03-09 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","114925","SCOOTER'S COFFEE","4036 POPLAR LEVEL RD","LOUISVILLE","KY","40213","AREA6","2022-03-18 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","31","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","31213","RIDGEWOOD CHILD DEV. CTR.","6209 GREENWOOD RD","LOUISVILLE","KY","40258","AREA7","1988-07-14 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","31","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","31299","SOUTHSIDE CHRISTIAN #3","7419 ST. ANDREWS CHURCH RD","LOUISVILLE","KY","40214","AREA7","1988-07-14 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","32","FOOD SERVICE (HOSPITAL / NURSING HOME","31329","ESSEX NURSING & REHABILITATION CENTER","9600 LAMBOURNE BLVD","LOUISVILLE","KY","40272","AREA7","1988-07-14 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","31373","TRUNNELL ELEMENTARY SCHOOL","7609 ST. ANDREWS CHURCH RD","LOUISVILLE","KY","40214","AREA7","1988-07-14 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","31377","WATSON LANE ELEMENTARY","7201 WATSON LN","LOUISVILLE","KY","40272","AREA7","1988-07-14 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","31381","WELLINGTON ELEMENTARY","4800 KAUFMAN LN","LOUISVILLE","KY","40216","AREA7","1989-01-24 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","31387","WILKERSON ELEMENTARY SCHOOL","5601 JOHNSONTOWN RD","LOUISVILLE","KY","40272","AREA7","1988-07-14 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","31401","BETH HAVEN","5515 JOHNSONTOWN RD","LOUISVILLE","KY","40272","AREA7","2009-10-20 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","31424","MEDORA ELEMENTARY SCHOOL","11801 DEERING RD","LOUISVILLE","KY","40272","AREA7","1988-07-14 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","31466","PLEASURE RIDGE PARK MAGNET SCHOOL","5901 GREENWOOD RD","LOUISVILLE","KY","40258","AREA7","1988-07-14 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","31492","EISENHOWER ELEMENTARY SCHOOL","5300 JESSAMINE DR","LOUISVILLE","KY","40258","AREA7","1995-10-26 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","31797","VALLEY HIGH SCHOOL","10200 DIXIE HWY","LOUISVILLE","KY","40272","AREA7","1988-07-25 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","31803","STONESTREET ELEMENTARY","10007 STONESTREET RD","LOUISVILLE","KY","40272","AREA7","1988-07-25 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","31804","STUART MIDDLE SCHOOL","4601 VALLEY STATION RD","LOUISVILLE","KY","40272","AREA7","1989-02-27 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","31843","NOTRE DAME ACADEMY","1925 LEWISTON DR","LOUISVILLE","KY","40216","AREA7","2009-10-20 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","32358","ARBY'S #5430","10704 DIXIE HWY","LOUISVILLE","KY","40272","AREA7","1988-07-27 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","54","RETAIL-FOOD  10,000 SQ FT OR LESS","32360","CIRCLE K #4700111","9200 DIXIE HWY","LOUISVILLE","KY","40272","AREA7","1991-01-31 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","32571","LOGAN'S ROADHOUSE","5229 DIXIE HWY","LOUISVILLE","KY","40216","AREA7","1998-09-17 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","32578","WHITE CASTLE #19","7400 DIXIE HWY","LOUISVILLE","KY","40258","AREA7","1988-07-28 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","32579","BONNIE & CLYDE'S PIZZA","7611 DIXIE HWY","LOUISVILLE","KY","40258","AREA7","1988-07-28 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","32604","MOBY DICK","9150 DIXIE HWY","LOUISVILLE","KY","40272","AREA7","1988-07-28 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","32609","CAPTAIN D'S #3532","10101 DIXIE HWY","LOUISVILLE","KY","40272","AREA7","1988-07-28 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","32613","DIXIE BOWL","10526 DIXIE HWY","LOUISVILLE","KY","40272","AREA7","1988-07-28 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","32694","ST. PAUL ELEMENTARY CATHOLIC SCHOOL","6901 DIXIE HWY","LOUISVILLE","KY","40258","AREA7","2009-10-20 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","32696","ST. ANDREW CATHOLIC ACADEMY","7724 COLUMBINE DR","LOUISVILLE","KY","40258","AREA7","2009-10-20 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","32703","SANDERS ELEMENTARY SCHOOL","8408 TERRY RD","LOUISVILLE","KY","40258","AREA7","1988-07-29 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","32704","SHACKLETTE ELEMENTARY SCHOOL","5310 MERCURY DR","LOUISVILLE","KY","40258","AREA7","1989-03-08 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","32717","DIXIE ELEMENTARY SCHOOL","10201 CASALANDA DR","LOUISVILLE","KY","40272","AREA7","1989-01-24 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","32718","DOSS HIGH SCHOOL","7601 ST. ANDREWS CHURCH RD","LOUISVILLE","KY","40214","AREA7","1988-07-29 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","32726","GREENWOOD ELEMENTARY SCHOOL","5801 GREENWOOD RD","LOUISVILLE","KY","40258","AREA7","1989-01-24 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","32737","GUTERMUTH ELEMENTARY SCHOOL","1500 SANDERS LN","LOUISVILLE","KY","40216","AREA7","1988-07-29 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","32743","JOHNSONTOWN ELEMENTARY SCHOOL","7201 JOHNSONTOWN RD","LOUISVILLE","KY","40272","AREA7","1988-07-29 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","32767","CONWAY MIDDLE SCHOOL","6300 TERRY RD","LOUISVILLE","KY","40258","AREA7","1988-07-29 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","32779","KENWOOD ELEMENTARY SCHOOL","7420 JUSTAN AVE","LOUISVILLE","KY","40214","AREA7","1989-01-24 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","32780","KERRICK ELEMENTARY SCHOOL","2210 UPPER HUNTERS TRACE","LOUISVILLE","KY","40216","AREA7","1989-01-24 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","32786","LASSITER MIDDLE SCHOOL","8200 CANDLEWORTH DR","LOUISVILLE","KY","40214","AREA7","1989-01-24 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","32788","LAYNE ELEMENTARY SCHOOL","9831 EAST AVE","LOUISVILLE","KY","40272","AREA7","1989-01-24 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","32829","JOHN O'BRYAN'S","4123 FLINTLOCK DR","LOUISVILLE","KY","40216","AREA7","1989-01-30 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","32830","HOLY CROSS HIGH SCHOOL","5144 DIXIE HWY","LOUISVILLE","KY","40216","AREA7","2009-10-20 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","33148","WALGREENS #9524","10201 DIXIE HWY","LOUISVILLE","KY","40272","AREA7","1988-08-02 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","33228","OHIO VALLEY RACEWAY","632 KATHERINE STATION RD","LOUISVILLE","KY","40177","AREA7","1988-08-02 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","33412","SUN VALLEY GOLF COURSE","6505 BETHANY LN","LOUISVILLE","KY","40272","AREA7","1988-08-03 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","33441","LEE'S FAMOUS RECIPE","9813 OLD 3RD STREET RD","LOUISVILLE","KY","40272","AREA7","1988-08-03 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","33595","FRISCH'S BIG BOY #201","7401 DIXIE HWY","LOUISVILLE","KY","40258","AREA7","2004-01-28 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","33602","MCDONALD'S #6859","7426 OLD 3RD STREET RD","LOUISVILLE","KY","40214","AREA7","1988-08-05 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","54","RETAIL-FOOD  10,000 SQ FT OR LESS","33741","CIRCLE K #4703235","7800 ST. ANDREWS CHURCH RD","LOUISVILLE","KY","40214","AREA7","1988-08-05 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","54","RETAIL-FOOD  10,000 SQ FT OR LESS","33905","SPEEDWAY #9511","7430 TERRY RD","LOUISVILLE","KY","40258","AREA7","1989-02-09 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","54","RETAIL-FOOD  10,000 SQ FT OR LESS","34008","CIRCLE K #4703222","8320 OLD 3RD STREET RD","LOUISVILLE","KY","40272","AREA7","1988-08-09 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","54","RETAIL-FOOD  10,000 SQ FT OR LESS","34102","SPEEDWAY #9645","7400 OLD 3RD STREET RD","LOUISVILLE","KY","40214","AREA7","1989-02-09 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","34135","VALLEY DAIRY FREEZE INC.","10300 DEERING RD","LOUISVILLE","KY","40272","AREA7","1988-08-10 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","34177","POPEYE'S","7528 DIXIE HWY","LOUISVILLE","KY","40258","AREA7","2001-06-26 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","55","RETAIL-FOOD  10,001 SQ FT OR OVER","34417","KROGER L-292","7509 TERRY RD","LOUISVILLE","KY","40258","AREA7","1989-03-08 00:00:00"
"610","RETAIL FOOD STORES","63","RETAIL WITH LIMITED SERVICE","34421","SUN VALLEY COMMUNITY CENTER NUTRITION PROGRAM","6505 BETHANY LN","LOUISVILLE","KY","40272","AREA7","1988-08-10 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","55","RETAIL-FOOD  10,001 SQ FT OR OVER","34627","WALMART #1170","10445 DIXIE HWY","LOUISVILLE","KY","40272","AREA7","1988-08-11 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","34817","VFW POST 1181","6518 BLEVINS GAP RD","LOUISVILLE","KY","40272","AREA7","1988-08-12 00:00:00"
"610","RETAIL FOOD STORES","61","SUPERMARKET WITH PROCESSING","34967","CARDINAL KEY MARKET","7312 ST. ANDREWS CHURCH RD","LOUISVILLE","KY","40214","AREA7","2006-06-09 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","35213","MIKE LINNIG'S RESTAURANT","9308 CANE RUN RD","LOUISVILLE","KY","40258","AREA7","1988-08-12 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","31","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38353","ST. LAWRENCE CHILD ENRICHMENT CENTER","1925 LEWISTON DR","LOUISVILLE","KY","40216","AREA7","1989-06-01 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","54","RETAIL-FOOD  10,000 SQ FT OR LESS","40584","SPEEDWAY #9655","5339 DIXIE HWY","LOUISVILLE","KY","40216","AREA7","1989-11-21 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","43625","PAPA JOHN'S #16","5363 DIXIE HWY","LOUISVILLE","KY","40216","AREA7","2010-01-11 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","55","RETAIL-FOOD  10,001 SQ FT OR OVER","43743","GORDON FOOD SERVICE STORE","7483 DIXIE HWY","LOUISVILLE","KY","40258","AREA7","2005-12-15 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","31","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","43795","SOUTHWEST CHRISTIAN ACADEMY CENTER","5000 VALLEY STATION RD","LOUISVILLE","KY","40272","AREA7","1991-02-14 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","31","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","44877","PATCHES PLAYMATES","10414 MILLER LN","LOUISVILLE","KY","40272","AREA7","1991-07-25 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","31","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","46359","SOUTHWEST YMCA CHILDCARE & ADULT DAY CENTER","2801 FORDHAVEN RD","LOUISVILLE","KY","40214","AREA7","1992-04-09 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","31","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","49591","SOUTHSIDE CHRISTIAN #6","10315 DEERING RD","LOUISVILLE","KY","40272","AREA7","1993-10-06 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","54","RETAIL-FOOD  10,000 SQ FT OR LESS","52175","SPEEDWAY #9636","12201 DIXIE HWY","LOUISVILLE","KY","40272","AREA7","1994-12-16 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","53576","FAZOLI'S","10307 DIXIE HWY","LOUISVILLE","KY","40272","AREA7","1995-07-18 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","54794","WALLER WILLIAMS PRIMARY","7401 RIVERPORT DR","LOUISVILLE","KY","40258","AREA7","1996-02-12 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","54","RETAIL-FOOD  10,000 SQ FT OR LESS","55674","CIRCLE K #4703232","13401 DIXIE HWY","LOUISVILLE","KY","40272","AREA7","1996-07-03 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","57205","EL RODEO MEXICAN RESTAURANT","5204 ELZIE RD","LOUISVILLE","KY","40258","AREA7","2000-10-05 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","58859","VALLEY HS CONCESSION","10200 DIXIE HWY","LOUISVILLE","KY","40272","AREA7","1997-10-10 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","58936","WALGREENS #4163","7338 DIXIE HWY","LOUISVILLE","KY","40258","AREA7","2009-10-19 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","59007","IROQUOIS PIZZA INC.","6614 MANSLICK RD","LOUISVILLE","KY","40214","AREA7","1997-11-06 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","59457","TUMBLEWEED","9701 DIXIE HWY","LOUISVILLE","KY","40272","AREA7","1998-01-21 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","54","RETAIL-FOOD  10,000 SQ FT OR LESS","59759","MEIJER #162 GAS","9901 DIXIE HWY","LOUISVILLE","KY","40272","AREA7","1998-03-09 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","55","RETAIL-FOOD  10,001 SQ FT OR OVER","59874","MEIJER #162","9905 DIXIE HWY","LOUISVILLE","KY","40272","AREA7","1998-03-30 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","62859","DOLLAR TREE #1329","9070 DIXIE HWY","LOUISVILLE","KY","40258","AREA7","1999-09-02 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","54","RETAIL-FOOD  10,000 SQ FT OR LESS","63041","CIRCLE K #4703228","5203 GREENWOOD RD","LOUISVILLE","KY","40258","AREA7","1999-10-11 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","63216","PENN STATION","6661 DIXIE HWY","LOUISVILLE","KY","40258","AREA7","2001-10-03 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","63624","SUBWAY #21369","9090 DIXIE HWY","LOUISVILLE","KY","40258","AREA7","2000-02-16 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","54","RETAIL-FOOD  10,000 SQ FT OR LESS","63932","CIRCLE K #4703303","5414 VALLEY STATION RD","LOUISVILLE","KY","40272","AREA7","2006-09-20 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","64047","COVER ALL CAFE","5001 STEPHAN DR","LOUISVILLE","KY","40258","AREA7","2004-05-25 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","64938","PONDER CREEK","620 VALLEY COLLEGE DR","LOUISVILLE","KY","40272","AREA7","2000-10-25 00:00:00"
"610","RETAIL FOOD STORES","65","RETAIL BAKERY","65777","DONUT EXPRESS","9841 OLD 3RD STREET RD","LOUISVILLE","KY","40272","AREA7","2006-12-19 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","66743","DOLLAR TREE","6801 DIXIE HWY","LOUISVILLE","KY","40258","AREA7","2001-10-15 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","66871","HOLY CROSS HS CONCESSION","5144 DIXIE HWY","LOUISVILLE","KY","40216","AREA7","2001-11-07 00:00:00"
"603","RESTRICTED FOOD CONCESSIONS","53","STATIONARY RESTRICTED CONCESSON","66872","HOLY CROSS HIGH SCHOOL INSIDE CONCESSION","5144 DIXIE HWY","LOUISVILLE","KY","40216","AREA7","2001-11-07 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","66873","ST. LAWRENCE FOOTBALL CONCESSIONS","1925 LEWISTON DR","LOUISVILLE","KY","40216","AREA7","2001-11-03 00:00:00"
"603","RESTRICTED FOOD CONCESSIONS","53","STATIONARY RESTRICTED CONCESSON","66926","PRP MAGNET SCHOOL INSIDE CONCESSION","5901 GREENWOOD RD","LOUISVILLE","KY","40258","AREA7","2001-11-16 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","67018","BETH HAVEN  INSIDE CONCESSION","5515 JOHNSONTOWN RD","LOUISVILLE","KY","40272","AREA7","2001-12-11 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","67020","ST. PAUL  INSIDE CONCESSION","6901 DIXIE HWY","LOUISVILLE","KY","40258","AREA7","2001-12-11 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","67026","PRP MAGNET SCHOOL OUTSIDE CONCESSION","5901 GREENWOOD RD","LOUISVILLE","KY","40258","AREA7","2001-12-11 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","67031","ST. ANDREW INSIDE CONCESSION","7718 COLUMBINE DR","LOUISVILLE","KY","40258","AREA7","2001-12-11 00:00:00"
"603","RESTRICTED FOOD CONCESSIONS","53","STATIONARY RESTRICTED CONCESSON","67439","SOUTHWEST YOUTH SOCCER @ SUN VALLEY PARK","6616 ASHBY LN","LOUISVILLE","KY","40272","AREA7","2009-03-18 00:00:00"
"603","RESTRICTED FOOD CONCESSIONS","53","STATIONARY RESTRICTED CONCESSON","68070","SOUTHWEST BASEBALL CONCESSION","6614 ASHBY LN","LOUISVILLE","KY","40272","AREA7","2008-05-12 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","68291","DOLLAR GENERAL #538","11909 DIXIE HWY","LOUISVILLE","KY","40272","AREA7","2002-08-20 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","68296","DOLLAR GENERAL #3302","8519 TERRY RD","LOUISVILLE","KY","40258","AREA7","2002-08-22 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","68298","DOLLAR GENERAL #8553","7005 GLOBAL DR","LOUISVILLE","KY","40258","AREA7","2002-08-20 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","31","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","68331","SOUTHSIDE CHRISTIAN #13","5118 EUCLID AVE","LOUISVILLE","KY","40272","AREA7","2005-01-27 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","68592","WHITE CASTLE #36","12006 DIXIE HWY","LOUISVILLE","KY","40272","AREA7","2002-10-11 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","54","RETAIL-FOOD  10,000 SQ FT OR LESS","71812","FIVE STAR FOOD MART","9501 CANE RUN RD","LOUISVILLE","KY","40258","AREA7","2004-05-25 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","31","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","71817","SOUTHSIDE CHRISTIAN","6301 LOWER HUNTERS TRACE","LOUISVILLE","KY","40258","AREA7","2004-08-31 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","73600","VICTORIA'S CATERING","5410 VALLEY STATION RD","LOUISVILLE","KY","40272","AREA7","2005-04-06 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","55","RETAIL-FOOD  10,001 SQ FT OR OVER","74363","WALMART #5417","175 OUTER LOOP","LOUISVILLE","KY","40214","AREA7","2005-07-28 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","76936","STARBUCKS","6731 DIXIE HWY","LOUISVILLE","KY","40258","AREA7","2006-09-20 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","33","SCHOOL CAFETERIA OR FOOD SERVICE","76959","CHRISTIAN ACADEMY OF LOUISVILLE SW","8307 ST ANDREWS CHURCH RD","LOUISVILLE","KY","40258","AREA7","2009-10-20 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","77279","LITTLE CAESARS","10025 DIXIE HWY","LOUISVILLE","KY","40272","AREA7","2006-11-27 00:00:00"
"610","RETAIL FOOD STORES","62","PRE-PACKAGED RETAIL","79229","WALGREENS #9412","5100 DIXIE HWY","LOUISVILLE","KY","40216","AREA7","2007-10-22 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","79712","PARK TERRACE","9700 STONESTREET RD","LOUISVILLE","KY","40272","AREA7","2008-01-16 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","55","RETAIL-FOOD  10,001 SQ FT OR OVER","80097","WALMART #4524","5360 DIXIE HWY","LOUISVILLE","KY","40216","AREA7","2008-03-04 00:00:00"
"607","RETAIL/FOOD ESTABLISHMENT","55","RETAIL-FOOD  10,001 SQ FT OR OVER","80098","WALMART #3610","7100 RAGGARD RD","LOUISVILLE","KY","40216","AREA7","2008-03-04 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","11","FOOD SERVICE","80099","SUBWAY #43919","7100 RAGGARD RD","LOUISVILLE","KY","40216","AREA7","2008-03-04 00:00:00"
"605","FOOD SERVICE ESTABLISHMENT","32","FOOD SERVICE (HOSPITAL / NURSING HOME","80291","SIGNATURE HEALTH CARE OF SOUTH LOUISVILLE","1120 CRISTLAND RD","LOUISVILLE","KY","40214","AREA7","2008-03-19 00:00:00"
"610","RETAIL FOOD STORES","61","SUPERMARKET WITH PROCESSING","81111","ALDI #36","5109 DIXIE HWY","LOUISVILLE","KY","40216","AREA7","2008-05-21 00:00:00"
"603","RESTRICTED FOOD CONCESSIONS","53","STATIONARY RESTRICTED CONCESSON","82405","LANDMARK BAPTIST CHURCH CONCESSION","6502 JOHNSONTOWN RD","LOUISVILLE","KY","40272","AREA7","2008-11-06 00:00:00"
