"Notes"	"Year"	"Year Code"	"County"	"County Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"2012"	"2012"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	400	212387	188.3	217.3
	"2012"	"2012"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	1209	546723	221.1	169.2
	"2012"	"2012"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	179	122415	146.2	216.4
	"2012"	"2012"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	1128	450280	250.5	194.5
	"2012"	"2012"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	123	71486	172.1	253.3
	"2012"	"2012"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	998	414464	240.8	188.3
	"2012"	"2012"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	139	86430	160.8	201.6
	"2012"	"2012"	"Greenville County, SC"	"45045"	"White"	"2106-3"	746	329748	226.2	177.4
	"2012"	"2012"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	309	183498	168.4	234.3
	"2012"	"2012"	"Davidson County, TN"	"47037"	"White"	"2106-3"	799	376624	212.1	182.4
	"2012"	"2012"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	82	41411	198.0	256.1
	"2012"	"2012"	"Knox County, TN"	"47093"	"White"	"2106-3"	747	372278	200.7	167.8
	"2012"	"2012"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	929	497506	186.7	242.5
	"2012"	"2012"	"Shelby County, TN"	"47157"	"White"	"2106-3"	856	360943	237.2	179.4
	"2013"	"2013"	"Jefferson County, AL"	"01073"	"Black or African American"	"2054-5"	548	282650	193.9	210.9
	"2013"	"2013"	"Jefferson County, AL"	"01073"	"White"	"2106-3"	876	339328	258.2	184.1
	"2013"	"2013"	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	430	259904	165.4	215.7
	"2013"	"2013"	"Marion County, IN"	"18097"	"White"	"2106-3"	1201	551041	218.0	187.3
	"2013"	"2013"	"Fayette County, KY"	"21067"	"Black or African American"	"2054-5"	92	46970	195.9	276.2
	"2013"	"2013"	"Fayette County, KY"	"21067"	"White"	"2106-3"	413	227579	181.5	165.6
	"2013"	"2013"	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	300	164746	182.1	221.9
	"2013"	"2013"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	1304	535264	243.6	183.3
	"2013"	"2013"	"Kent County, MI"	"26081"	"Black or African American"	"2054-5"	88	65191	135.0	196.6
	"2013"	"2013"	"Kent County, MI"	"26081"	"White"	"2106-3"	858	474730	180.7	155.5
	"2013"	"2013"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	319	166119	192.0	219.3
	"2013"	"2013"	"Jackson County, MO"	"29095"	"White"	"2106-3"	1016	436710	232.6	180.7
	"2013"	"2013"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	475	241847	196.4	225.9
	"2013"	"2013"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	1589	689204	230.6	151.9
	"2013"	"2013"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	329	154356	213.1	212.0
	"2013"	"2013"	"St. Louis city, MO"	"29510"	"White"	"2106-3"	276	140515	196.4	182.1
	"2013"	"2013"	"Douglas County, NE"	"31055"	"Black or African American"	"2054-5"	98	64872	151.1	223.7
	"2013"	"2013"	"Douglas County, NE"	"31055"	"White"	"2106-3"	766	388612	197.1	176.1
	"2013"	"2013"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	248	171319	144.8	188.0
	"2013"	"2013"	"Guilford County, NC"	"37081"	"White"	"2106-3"	592	271760	217.8	150.3
	"2013"	"2013"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	387	312935	123.7	177.9
	"2013"	"2013"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	792	496589	159.5	145.1
	"2013"	"2013"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	372	273428	136.1	194.3
	"2013"	"2013"	"Franklin County, OH"	"39049"	"White"	"2106-3"	1502	818946	183.4	174.0
	"2013"	"2013"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	409	214107	191.0	217.0
	"2013"	"2013"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	1222	546297	223.7	171.7
	"2013"	"2013"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	179	124827	143.4	191.3
	"2013"	"2013"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	1144	456725	250.5	193.0
	"2013"	"2013"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	134	72117	185.8	292.2
	"2013"	"2013"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	987	418209	236.0	182.1
	"2013"	"2013"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	144	87673	164.2	201.9
	"2013"	"2013"	"Greenville County, SC"	"45045"	"White"	"2106-3"	688	333375	206.4	161.5
	"2013"	"2013"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	301	186142	161.7	217.5
	"2013"	"2013"	"Davidson County, TN"	"47037"	"White"	"2106-3"	777	382586	203.1	172.8
	"2013"	"2013"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	60	41542	144.4	177.7
	"2013"	"2013"	"Knox County, TN"	"47093"	"White"	"2106-3"	807	375135	215.1	177.3
	"2013"	"2013"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	950	499540	190.2	240.6
	"2013"	"2013"	"Shelby County, TN"	"47157"	"White"	"2106-3"	811	357652	226.8	168.4
	"2014"	"2014"	"Jefferson County, AL"	"01073"	"Black or African American"	"2054-5"	527	283976	185.6	194.7
	"2014"	"2014"	"Jefferson County, AL"	"01073"	"White"	"2106-3"	835	339106	246.2	172.0
	"2014"	"2014"	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	460	263708	174.4	225.1
	"2014"	"2014"	"Marion County, IN"	"18097"	"White"	"2106-3"	1249	550022	227.1	191.8
	"2014"	"2014"	"Fayette County, KY"	"21067"	"Black or African American"	"2054-5"	76	47806	159.0	214.6
	"2014"	"2014"	"Fayette County, KY"	"21067"	"White"	"2106-3"	418	228446	183.0	167.4
	"2014"	"2014"	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	297	166658	178.2	215.0
	"2014"	"2014"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	1384	534798	258.8	191.7
	"2014"	"2014"	"Kent County, MI"	"26081"	"Black or African American"	"2054-5"	80	66364	120.5	171.9
	"2014"	"2014"	"Kent County, MI"	"26081"	"White"	"2106-3"	903	478188	188.8	158.5
	"2014"	"2014"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	338	166851	202.6	224.6
	"2014"	"2014"	"Jackson County, MO"	"29095"	"White"	"2106-3"	984	437180	225.1	174.0
	"2014"	"2014"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	472	243509	193.8	215.7
	"2014"	"2014"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	1639	685277	239.2	154.8
	"2014"	"2014"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	359	152933	234.7	237.2
	"2014"	"2014"	"St. Louis city, MO"	"29510"	"White"	"2106-3"	278	140516	197.8	186.7
	"2014"	"2014"	"Douglas County, NE"	"31055"	"Black or African American"	"2054-5"	82	65581	125.0	185.5
	"2014"	"2014"	"Douglas County, NE"	"31055"	"White"	"2106-3"	746	390527	191.0	167.5
	"2014"	"2014"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	236	174419	135.3	171.7
	"2014"	"2014"	"Guilford County, NC"	"37081"	"White"	"2106-3"	650	271927	239.0	162.0
	"2014"	"2014"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	426	320735	132.8	185.0
	"2014"	"2014"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	820	502510	163.2	144.3
	"2014"	"2014"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	406	281186	144.4	200.4
	"2014"	"2014"	"Franklin County, OH"	"39049"	"White"	"2106-3"	1510	824168	183.2	170.9
	"2014"	"2014"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	385	215477	178.7	200.1
	"2014"	"2014"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	1286	545335	235.8	178.2
	"2014"	"2014"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	193	126560	152.5	203.4
	"2014"	"2014"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	1126	459551	245.0	186.8
	"2014"	"2014"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	120	73214	163.9	239.1
	"2014"	"2014"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	965	419989	229.8	174.8
	"2014"	"2014"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	124	89416	138.7	161.4
	"2014"	"2014"	"Greenville County, SC"	"45045"	"White"	"2106-3"	693	338479	204.7	156.6
	"2014"	"2014"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	304	188844	161.0	211.7
	"2014"	"2014"	"Davidson County, TN"	"47037"	"White"	"2106-3"	819	387250	211.5	180.7
	"2014"	"2014"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	75	41965	178.7	222.9
	"2014"	"2014"	"Knox County, TN"	"47093"	"White"	"2106-3"	852	377506	225.7	183.9
	"2014"	"2014"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	934	501325	186.3	226.0
	"2014"	"2014"	"Shelby County, TN"	"47157"	"White"	"2106-3"	786	353940	222.1	163.4
	"2015"	"2015"	"Jefferson County, AL"	"01073"	"Black or African American"	"2054-5"	532	284914	186.7	194.7
	"2015"	"2015"	"Jefferson County, AL"	"01073"	"White"	"2106-3"	837	337246	248.2	171.7
	"2015"	"2015"	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	424	266942	158.8	201.8
	"2015"	"2015"	"Marion County, IN"	"18097"	"White"	"2106-3"	1216	547428	222.1	185.3
	"2015"	"2015"	"Fayette County, KY"	"21067"	"Black or African American"	"2054-5"	70	48249	145.1	175.2
	"2015"	"2015"	"Fayette County, KY"	"21067"	"White"	"2106-3"	428	230699	185.5	166.8
	"2015"	"2015"	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	287	168323	170.5	197.6
	"2015"	"2015"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	1340	534554	250.7	182.5
	"2015"	"2015"	"Kent County, MI"	"26081"	"Black or African American"	"2054-5"	65	67588	96.2	139.0
	"2015"	"2015"	"Kent County, MI"	"26081"	"White"	"2106-3"	880	481491	182.8	154.2
	"2015"	"2015"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	335	168149	199.2	215.9
	"2015"	"2015"	"Jackson County, MO"	"29095"	"White"	"2106-3"	990	438516	225.8	170.9
	"2015"	"2015"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	434	245819	176.6	191.0
	"2015"	"2015"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	1658	681851	243.2	155.3
	"2015"	"2015"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	353	149978	235.4	232.9
	"2015"	"2015"	"St. Louis city, MO"	"29510"	"White"	"2106-3"	247	141168	175.0	163.5
	"2015"	"2015"	"Douglas County, NE"	"31055"	"Black or African American"	"2054-5"	102	66174	154.1	227.1
	"2015"	"2015"	"Douglas County, NE"	"31055"	"White"	"2106-3"	806	392692	205.2	178.1
	"2015"	"2015"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	270	177463	152.1	190.2
	"2015"	"2015"	"Guilford County, NC"	"37081"	"White"	"2106-3"	623	271760	229.2	151.7
	"2015"	"2015"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	429	328534	130.6	173.2
	"2015"	"2015"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	788	508817	154.9	134.9
	"2015"	"2015"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	397	289334	137.2	187.3
	"2015"	"2015"	"Franklin County, OH"	"39049"	"White"	"2106-3"	1636	830355	197.0	183.5
	"2015"	"2015"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	442	216689	204.0	222.3
	"2015"	"2015"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	1247	543284	229.5	174.8
	"2015"	"2015"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	203	128662	157.8	201.5
	"2015"	"2015"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	1119	461816	242.3	182.1
	"2015"	"2015"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	102	74471	137.0	190.3
	"2015"	"2015"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	956	423081	226.0	171.5
	"2015"	"2015"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	152	91329	166.4	196.6
	"2015"	"2015"	"Greenville County, SC"	"45045"	"White"	"2106-3"	669	344076	194.4	146.1
	"2015"	"2015"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	290	191447	151.5	191.9
	"2015"	"2015"	"Davidson County, TN"	"47037"	"White"	"2106-3"	809	392436	206.1	175.0
	"2015"	"2015"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	83	42323	196.1	224.6
	"2015"	"2015"	"Knox County, TN"	"47093"	"White"	"2106-3"	781	378707	206.2	165.1
	"2015"	"2015"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	890	502430	177.1	209.3
	"2015"	"2015"	"Shelby County, TN"	"47157"	"White"	"2106-3"	822	350521	234.5	166.2
	"2016"	"2016"	"Jefferson County, AL"	"01073"	"Black or African American"	"2054-5"	525	286951	183.0	183.6
	"2016"	"2016"	"Jefferson County, AL"	"01073"	"White"	"2106-3"	873	334691	260.8	180.8
	"2016"	"2016"	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	451	272323	165.6	210.1
	"2016"	"2016"	"Marion County, IN"	"18097"	"White"	"2106-3"	1190	539202	220.7	180.5
	"2016"	"2016"	"Fayette County, KY"	"21067"	"Black or African American"	"2054-5"	85	49322	172.3	220.1
	"2016"	"2016"	"Fayette County, KY"	"21067"	"White"	"2106-3"	439	233060	188.4	168.7
	"2016"	"2016"	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	292	170589	171.2	199.2
	"2016"	"2016"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	1278	531622	240.4	171.4
	"2016"	"2016"	"Kent County, MI"	"26081"	"Black or African American"	"2054-5"	101	68207	148.1	228.9
	"2016"	"2016"	"Kent County, MI"	"26081"	"White"	"2106-3"	886	483953	183.1	152.0
	"2016"	"2016"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	298	169437	175.9	189.1
	"2016"	"2016"	"Jackson County, MO"	"29095"	"White"	"2106-3"	943	440882	213.9	161.2
	"2016"	"2016"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	456	248845	183.2	196.1
	"2016"	"2016"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	1545	673981	229.2	142.8
	"2016"	"2016"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	329	148885	221.0	219.7
	"2016"	"2016"	"St. Louis city, MO"	"29510"	"White"	"2106-3"	273	137904	198.0	180.6
	"2016"	"2016"	"Douglas County, NE"	"31055"	"Black or African American"	"2054-5"	114	66256	172.1	234.8
	"2016"	"2016"	"Douglas County, NE"	"31055"	"White"	"2106-3"	703	394242	178.3	151.0
	"2016"	"2016"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	250	180527	138.5	170.7
	"2016"	"2016"	"Guilford County, NC"	"37081"	"White"	"2106-3"	630	270879	232.6	150.7
	"2016"	"2016"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	439	338513	129.7	168.1
	"2016"	"2016"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	835	512144	163.0	137.9
	"2016"	"2016"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	377	297349	126.8	170.9
	"2016"	"2016"	"Franklin County, OH"	"39049"	"White"	"2106-3"	1508	828355	182.0	167.5
	"2016"	"2016"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	417	219030	190.4	205.3
	"2016"	"2016"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	1239	540691	229.2	171.6
	"2016"	"2016"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	193	130645	147.7	182.7
	"2016"	"2016"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	1122	461055	243.4	180.9
	"2016"	"2016"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	99	75007	132.0	185.9
	"2016"	"2016"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	984	422529	232.9	172.3
	"2016"	"2016"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	138	92731	148.8	169.0
	"2016"	"2016"	"Greenville County, SC"	"45045"	"White"	"2106-3"	755	348078	216.9	162.4
	"2016"	"2016"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	287	193204	148.5	194.0
	"2016"	"2016"	"Davidson County, TN"	"47037"	"White"	"2106-3"	771	393381	196.0	168.6
	"2016"	"2016"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	73	42419	172.1	194.6
	"2016"	"2016"	"Knox County, TN"	"47093"	"White"	"2106-3"	797	383038	208.1	163.0
	"2016"	"2016"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	937	506893	184.9	217.9
	"2016"	"2016"	"Shelby County, TN"	"47157"	"White"	"2106-3"	817	342797	238.3	163.9
	"2017"	"2017"	"Jefferson County, AL"	"01073"	"Black or African American"	"2054-5"	555	287506	193.0	187.4
	"2017"	"2017"	"Jefferson County, AL"	"01073"	"White"	"2106-3"	780	332351	234.7	161.0
	"2017"	"2017"	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	442	276675	159.8	194.8
	"2017"	"2017"	"Marion County, IN"	"18097"	"White"	"2106-3"	1228	537153	228.6	180.8
	"2017"	"2017"	"Fayette County, KY"	"21067"	"Black or African American"	"2054-5"	76	50027	151.9	186.8
	"2017"	"2017"	"Fayette County, KY"	"21067"	"White"	"2106-3"	418	233934	178.7	155.1
	"2017"	"2017"	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	278	173612	160.1	179.2
	"2017"	"2017"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	1286	530705	242.3	170.5
	"2017"	"2017"	"Kent County, MI"	"26081"	"Black or African American"	"2054-5"	74	69318	106.8	156.0
	"2017"	"2017"	"Kent County, MI"	"26081"	"White"	"2106-3"	836	486295	171.9	136.4
	"2017"	"2017"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	316	170433	185.4	193.1
	"2017"	"2017"	"Jackson County, MO"	"29095"	"White"	"2106-3"	962	444202	216.6	161.1
	"2017"	"2017"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	490	250702	195.5	209.9
	"2017"	"2017"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	1576	667852	236.0	145.8
	"2017"	"2017"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	336	145723	230.6	211.3
	"2017"	"2017"	"St. Louis city, MO"	"29510"	"White"	"2106-3"	246	137883	178.4	156.1
	"2017"	"2017"	"Douglas County, NE"	"31055"	"Black or African American"	"2054-5"	112	67271	166.5	232.7
	"2017"	"2017"	"Douglas County, NE"	"31055"	"White"	"2106-3"	772	396192	194.9	161.9
	"2017"	"2017"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	279	183493	152.0	179.1
	"2017"	"2017"	"Guilford County, NC"	"37081"	"White"	"2106-3"	596	270510	220.3	142.5
	"2017"	"2017"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	420	346390	121.3	158.2
	"2017"	"2017"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	762	515369	147.9	124.1
	"2017"	"2017"	"Franklin County, OH"	"39049"	"Black or African American"	"2054-5"	432	308144	140.2	187.0
	"2017"	"2017"	"Franklin County, OH"	"39049"	"White"	"2106-3"	1558	836074	186.3	166.2
	"2017"	"2017"	"Hamilton County, OH"	"39061"	"Black or African American"	"2054-5"	442	221201	199.8	211.7
	"2017"	"2017"	"Hamilton County, OH"	"39061"	"White"	"2106-3"	1173	540037	217.2	160.9
	"2017"	"2017"	"Oklahoma County, OK"	"40109"	"Black or African American"	"2054-5"	217	131605	164.9	201.6
	"2017"	"2017"	"Oklahoma County, OK"	"40109"	"White"	"2106-3"	1144	459014	249.2	183.7
	"2017"	"2017"	"Tulsa County, OK"	"40143"	"Black or African American"	"2054-5"	140	75486	185.5	253.9
	"2017"	"2017"	"Tulsa County, OK"	"40143"	"White"	"2106-3"	972	420601	231.1	168.5
	"2017"	"2017"	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	139	93967	147.9	160.6
	"2017"	"2017"	"Greenville County, SC"	"45045"	"White"	"2106-3"	712	351912	202.3	149.5
	"2017"	"2017"	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	309	194032	159.3	193.5
	"2017"	"2017"	"Davidson County, TN"	"47037"	"White"	"2106-3"	752	396197	189.8	158.4
	"2017"	"2017"	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	79	42977	183.8	219.6
	"2017"	"2017"	"Knox County, TN"	"47093"	"White"	"2106-3"	815	386258	211.0	165.3
	"2017"	"2017"	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	870	508329	171.1	198.0
	"2017"	"2017"	"Shelby County, TN"	"47157"	"White"	"2106-3"	756	340827	221.8	148.6
"---"
"Dataset: Underlying Cause of Death, 1999-2017"
"Query Parameters:"
"Hispanic Origin: Not Hispanic or Latino"
"ICD-10 113 Cause List: #Malignant neoplasms (C00-C97)"
"Race: Black or African American; White"
"States: Jefferson County, AL (01073); Marion County, IN (18097); Fayette County, KY (21067); Jefferson County, KY (21111); Kent"
"County, MI (26081); Jackson County, MO (29095); St. Louis County, MO (29189); St. Louis city, MO (29510); Douglas County, NE"
"(31055); Guilford County, NC (37081); Mecklenburg County, NC (37119); Franklin County, OH (39049); Hamilton County, OH (39061);"
"Oklahoma County, OK (40109); Tulsa County, OK (40143); Greenville County, SC (45045); Davidson County, TN (47037); Knox County,"
"TN (47093); Shelby County, TN (47157)"
"Group By: Year; County; Race"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Standard Population: 2000 U.S. Std. Population"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Sep 15, 2019 11:36:25 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Sep 15, 2019 11:36:25 PM"
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Deaths and population estimates are reported separately for St. Louis City (FIPS code 29510) and county (FIPS code 29189)."
"3. The populations used to calculate standard age-adjusted rates are documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2000 Standard Population."
"4. The method used to calculate age-adjusted rates is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Age-Adjusted Rates."
"5. Deaths for persons of unknown age are included in counts and crude rates, but are not included in age-adjusted rates."
"6. Deaths of persons with Hispanic origin ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among"
"Hispanic Origin groups, so are not included in the Hispanic Origin specific counts and rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"7. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Racial Differences."
"8. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017"
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for"
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS"
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The"
"population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal"
"series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010 are April 1"
"Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from"
"the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are"
"April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population"
"figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 -"
"2009 differ slightly from previously published reports, due to use of the population estimates which were available at the time"
"of release."
"9. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
